Quantidade,Descrição,Valor (texto),Valor (numérico),Linha Original
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK449504614BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK449504614BR-"
1.0,SMARTPHONE REALME C53 //CB:AC083461250BR-,"1.231,99",1231.99,"1,00 un SMARTPHONE REALME C53 //CB:AC083461250BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK449502304BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK449502304BR-"
1.0,"SMARTPHONE REALME 12 PRO+ 5G //CB:AC060272111BR-IMEI: R$ 2.749,90","2.749,90",2749.9,"1,00 un SMARTPHONE REALME 12 PRO+ 5G //CB:AC060272111BR-IMEI: R$ 2.749,90"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK444110592BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK444110592BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC083484919BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC083484919BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC060272403BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC060272403BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC109052175BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC109052175BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK449357765BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK449357765BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC148991316BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC148991316BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK459618810BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK459618810BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC060272187BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC060272187BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK453790814BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK453790814BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK453801123BR-,"2.464,15",2464.15,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK453801123BR-"
1.0,SMARTPHONE REALME C53 //CB:AC083299316BR-,"1.231,99",1231.99,"1,00 un SMARTPHONE REALME C53 //CB:AC083299316BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK403526825BR-,"1.274,99",1274.99,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK403526825BR-"
1.0,SMARTPHONE REALME C53 //CB:AC083494315BR-,"1.231,99",1231.99,"1,00 un SMARTPHONE REALME C53 //CB:AC083494315BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK403512296BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK403512296BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC109102676BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC109102676BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083469806BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083469806BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK440691645BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK440691645BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC109069754BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC109069754BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK446087049BR-,"917,99",917.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK446087049BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083528359BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083528359BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK446080862BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK446080862BR-"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AC109101477BR-,"2.990,00",2990.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AC109101477BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083440762BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083440762BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AC060271955BR-,"2.464,15",2464.15,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AC060271955BR-"
1.0,SMARTPHONE XIAOMI POCO X6 5G //CB:AK376249621BR-,"1.954,15",1954.15,"1,00 un SMARTPHONE XIAOMI POCO X6 5G //CB:AK376249621BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC109052467BR-,"1.274,99",1274.99,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC109052467BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC109085862BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC109085862BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK441456878BR-,"2.464,15",2464.15,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK441456878BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK449495237BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK449495237BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK376280414BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK376280414BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083527923BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083527923BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK376248467BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK376248467BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK382138908BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK382138908BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC060471418BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC060471418BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK353149395BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK353149395BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC060272686BR-,"1.274,99",1274.99,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC060272686BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC060272774BR-,"917,99",917.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC060272774BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC060272329BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC060272329BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC149012333BR-,"1.274,99",1274.99,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC149012333BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK376233913BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK376233913BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC134541325BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC134541325BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC109069459BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC109069459BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC060272831BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC060272831BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK353149143BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK353149143BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AC060272045BR-,"2.464,15",2464.15,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AC060272045BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK382139280BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK382139280BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK453800247BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK453800247BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK453775701BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK453775701BR-"
1.0,SMARTPHONE REALME 12 PRO+ 5G //CB:AC060272125BR-,"2.749,90",2749.9,"1,00 un SMARTPHONE REALME 12 PRO+ 5G //CB:AC060272125BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC149008285BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC149008285BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK449387303BR-,"1.274,99",1274.99,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK449387303BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK459619228BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK459619228BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC060471466BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC060471466BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC149076325BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC149076325BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083469545BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083469545BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK403526785BR-,"1.274,99",1274.99,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK403526785BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK353148770BR-,"2.299,00",2299.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK353148770BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK426949164BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK426949164BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC060272624BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC060272624BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK403496029BR-,"1.274,99",1274.99,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK403496029BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC146128213BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC146128213BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK376280065BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK376280065BR-"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AK382186801BR-,"2.990,00",2990.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AK382186801BR-"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AC083518895BR-,"2.990,00",2990.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AC083518895BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC083512495BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC083512495BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC083511747BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC083511747BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK353148960BR-,"2.464,15",2464.15,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK353148960BR-"
1.0,SMARTPHONE REALME C53 //CB:AK270422765BR-,"1.231,99",1231.99,"1,00 un SMARTPHONE REALME C53 //CB:AK270422765BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK382156169BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK382156169BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK353149537BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK353149537BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK353149537BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK353149537BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC060272363BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC060272363BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK403485370BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK403485370BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK449355305BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK449355305BR-"
1.0,SMARTPHONE REALME 12 PRO+ 5G //CB:AK353149024BR-,"2.749,90",2749.9,"1,00 un SMARTPHONE REALME 12 PRO+ 5G //CB:AK353149024BR-"
1.0,SMARTPHONE XIAOMI REDMI A3 //CB:AK382203473BR-,"806,65",806.65,"1,00 un SMARTPHONE XIAOMI REDMI A3 //CB:AK382203473BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC109085876BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC109085876BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK449505994BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK449505994BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK403497355BR-,"1.274,99",1274.99,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK403497355BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK459627975BR-,"2.464,15",2464.15,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK459627975BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC109035821BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC109035821BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC152860970BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC152860970BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC109019245BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC109019245BR-"
1.0,SMARTPHONE XIAOMI REDMI A3 //CB:AC083516758BR-,"806,65",806.65,"1,00 un SMARTPHONE XIAOMI REDMI A3 //CB:AC083516758BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083469443BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083469443BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK403526750BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK403526750BR-"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AK403498152BR-,"2.990,00",2990.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AK403498152BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC146132297BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC146132297BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083458406BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083458406BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK376296975BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK376296975BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AC109068263BR-,"2.464,15",2464.15,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AC109068263BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK432691294BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK432691294BR-"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AK382187308BR-,"2.990,00",2990.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AK382187308BR-"
1.0,SMARTPHONE REALME 12 PRO+ 5G //CB:AK430905187BR-,"2.749,90",2749.9,"1,00 un SMARTPHONE REALME 12 PRO+ 5G //CB:AK430905187BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK453789060BR-,"1.274,99",1274.99,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK453789060BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK353149611BR-,"917,99",917.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK353149611BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK382139695BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK382139695BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK430913339BR-,"2.464,15",2464.15,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK430913339BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC060471470BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC060471470BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK353149761BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK353149761BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK382187965BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK382187965BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK353450177BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK353450177BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083471708BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083471708BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK446088720BR-,"2.464,15",2464.15,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK446088720BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK449488443BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK449488443BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083470000BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083470000BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083471115BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083471115BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC149009436BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC149009436BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC157894175BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC157894175BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AC152862105BR-,"1.274,99",1274.99,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AC152862105BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK459618205BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK459618205BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK449362482BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK449362482BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK449358576BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK449358576BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC109067965BR-,"917,99",917.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC109067965BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083497824BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083497824BR-"
1.0,SMARTPHONE REALME C53 //CB:AK403498020BR-,"1.231,99",1231.99,"1,00 un SMARTPHONE REALME C53 //CB:AK403498020BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC152908765BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC152908765BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083470591BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083470591BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK353450058BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK353450058BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK453777795BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK453777795BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK403554818BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK403554818BR-"
1.0,SMARTPHONE REALME C53 //CB:AC083524581BR-,"1.231,99",1231.99,"1,00 un SMARTPHONE REALME C53 //CB:AC083524581BR-"
1.0,SMARTPHONE XIAOMI REDMI 12 //CB:AK453778787BR-,"1.299,97",1299.97,"1,00 un SMARTPHONE XIAOMI REDMI 12 //CB:AK453778787BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK353148854BR-,"2.464,15",2464.15,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK353148854BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083531335BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083531335BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC149055736BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC149055736BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK403473473BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK403473473BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK449368936BR-,"2.464,15",2464.15,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK449368936BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK449389180BR-,"917,99",917.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK449389180BR-"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //IMEI:861020070138066-,"2.299,00",2299.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //IMEI:861020070138066-"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //IMEI:861020070288606-,"2.299,00",2299.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //IMEI:861020070288606-"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //IMEI:867580072415907-,"2.299,00",2299.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //IMEI:867580072415907-"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //IMEI:861020070163429-,"2.299,00",2299.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //IMEI:861020070163429-"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //IMEI:861020070287863-,"2.299,00",2299.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //IMEI:861020070287863-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G,"2.899,99",2899.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G,"2.899,99",2899.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G,"2.899,99",2899.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G,"2.899,99",2899.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G,"2.899,99",2899.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G,"2.899,99",2899.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G,"2.899,99",2899.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G,"2.899,99",2899.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G,"2.899,99",2899.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G,"2.899,99",2899.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G"
